Chamber,Sample,Sample,Sample,Sample,EvaGreen,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,In Range,Out Range,Peak Ratio,Comments
S02-A22,Ref 397-398-399,Reference,1,,H2-T23,Test,Aldh1l1,16.15227445,1,Pass,0.023030415,0.356389161,1,Pass,0.83139835,1,Pass,0.356389161,0.781117148,1,Pass,83.34511117,999,1,
S02-A23,Ref 397-398-399,Reference,1,,Iigp1,Test,Aldh1l1,22.62266841,1,Pass,0.023030415,1.871621471,1,Pass,7.301792306,1,Pass,1.871621471,0.273266124,1,Pass,83.93834519,999,1,
S02-A24,Ref 397-398-399,Reference,1,,Fkbp5,Test,Aldh1l1,15.01537625,1,Pass,0.023030415,0.104907566,1,Pass,-0.30549985,1,Pass,0.104907566,0.929864518,1,Pass,82.369809,999,1,
S02-A25,Ref 397-398-399,Reference,1,,Vim,Test,Aldh1l1,10.30535097,1,Pass,0.023030415,0.325790633,1,Pass,-5.015525129,1,Pass,0.325790633,0.797861019,1,Pass,87.70076101,999,1,
S02-A26,Ref 397-398-399,Reference,1,,Aif1 (Iba1),Test,Rplp0,20.43125337,1,Pass,0.023030415,-0.785996516,1,Pass,9.444762162,1,Pass,-0.785996516,1.724282926,1,Pass,84.07011857,999,1,
S02-A27,Ref 397-398-399,Reference,1,,Mbp,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A28,Ref 397-398-399,Reference,1,,S1pr3,Test,Aldh1l1,15.94425383,1,Pass,0.023030415,0.064706692,1,Pass,0.62337773,1,Pass,0.064706692,0.956139686,1,Pass,87.05967249,999,1,
S02-A29,Ref 397-398-399,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A30,Ref 397-398-399,Reference,1,,Aspg,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A31,Ref 397-398-399,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A32,Ref 397-398-399,Reference,1,,Cd109,Test,Aldh1l1,19.19775009,1,Pass,0.023030415,0.304525653,1,Pass,3.876873985,1,Pass,0.304525653,0.809708399,1,Pass,79.71673102,999,1,
S02-A33,Ref 397-398-399,Reference,1,,Tm4sf1,Test,Aldh1l1,18.642213,1,Pass,0.023030415,-0.330025018,1,Pass,3.321336903,1,Pass,-0.330025018,1.257035173,1,Pass,84.44630662,999,1,
S02-A34,Ref 397-398-399,Reference,1,,Serping1,Test,Aldh1l1,19.38128399,1,Pass,0.023030415,0.28452333,1,Pass,4.060407891,1,Pass,0.28452333,0.821012829,1,Pass,87.1607497,999,1,
S02-A35,Ref 397-398-399,Reference,1,,Gbp2,Test,Aldh1l1,17.11545402,1,Pass,0.023030415,0.532617364,1,Pass,1.794577917,1,Pass,0.532617364,0.691299428,1,Pass,83.2635997,999,1,
S02-A36,Ref 397-398-399,Reference,1,,Psmb8,Test,Aldh1l1,17.64895039,1,Pass,0.023030415,-0.196214896,1,Pass,2.328074288,1,Pass,-0.196214896,1.145688541,1,Pass,86.61590481,999,1,
S02-A37,Ref 397-398-399,Reference,1,,Nes,Test,Aldh1l1,14.39581122,1,Pass,0.023030415,0.283466848,1,Pass,-0.92506488,1,Pass,0.283466848,0.821614275,1,Pass,86.43993527,999,1,
S02-A38,Ref 397-398-399,Reference,1,,Tmem119,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A39,Ref 397-398-399,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A40,Ref 397-398-399,Reference,1,,S1pr3,Test,Aldh1l1,15.98129099,1,Pass,0.023030415,0.101743857,1,Pass,0.660414895,1,Pass,0.101743857,0.93190587,1,Pass,87.09565835,999,1,
S02-A41,Ref 397-398-399,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A42,Ref 397-398-399,Reference,1,,Aspg,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A43,Ref 397-398-399,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A44,Ref 397-398-399,Reference,1,,Cd109,Test,Aldh1l1,18.63678126,1,Pass,0.023030415,-0.25644317,1,Pass,3.315905162,1,Pass,-0.25644317,1.194530069,1,Pass,79.79047873,999,1,
S02-A45,Ref 397-398-399,Reference,1,,Tm4sf1,Test,Aldh1l1,19.24023,1,Pass,0.023030415,0.267991978,1,Pass,3.919353899,1,Pass,0.267991978,0.830474642,1,Pass,84.60279066,999,1,
S02-A46,Ref 397-398-399,Reference,1,,Serping1,Test,Aldh1l1,19.21638811,1,Pass,0.023030415,0.119627444,1,Pass,3.895512005,1,Pass,0.119627444,0.920425307,1,Pass,87.14087909,999,1,
S02-A47,Ref 397-398-399,Reference,1,,Gbp2,Test,Aldh1l1,17.18331253,1,Pass,0.023030415,0.600475873,1,Pass,1.862436427,1,Pass,0.600475873,0.659536371,1,Pass,83.2638299,999,1,
S02-A48,Ref 397-398-399,Reference,1,,Psmb8,Test,Aldh1l1,17.71390994,1,Pass,0.023030415,-0.131255344,1,Pass,2.39303384,1,Pass,-0.131255344,1.095246303,1,Pass,86.56651459,999,1,
S02-A49,Ref 397-398-399,Reference,1,,Aldh1l1,Reference,,15.53882113,1,Pass,0.023030415,0.217945027,1,Pass,0.217945027,1,Pass,0.217945027,0.859789247,1,Pass,86.85201879,999,1,
S02-A50,Ref 397-398-399,Reference,1,,Nefl,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A51,Ref 397-398-399,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A52,Ref 397-398-399,Reference,1,,Timp1,Test,Aldh1l1,14.40308768,1,Pass,0.023030415,0.204670323,1,Pass,-0.917788419,1,Pass,0.204670323,0.867736955,1,Pass,83.05637898,999,1,
S02-A53,Ref 397-398-399,Reference,1,,Osmr,Test,Aldh1l1,17.14635044,1,Pass,0.023030415,0.50984447,1,Pass,1.825474338,1,Pass,0.50984447,0.702298145,1,Pass,81.80333099,999,1,
S02-A54,Ref 397-398-399,Reference,1,,Vim,Test,Aldh1l1,10.18828203,1,Pass,0.023030415,0.208721695,1,Pass,-5.132594067,1,Pass,0.208721695,0.865303597,1,Pass,87.6973426,999,1,
S02-A55,Ref 397-398-399,Reference,1,,Ptx3,Test,Aldh1l1,18.35703258,1,Pass,0.023030415,-0.45354952,1,Pass,3.036156476,1,Pass,-0.45354952,1.369405318,1,Pass,82.11383468,999,1,
S02-A56,Ref 397-398-399,Reference,1,,Ptgs2,Test,Aldh1l1,19.04772048,1,Pass,0.023030415,0.531068556,1,Pass,3.72684438,1,Pass,0.531068556,0.692041972,1,Pass,82.20473958,999,1,
S02-A57,Ref 397-398-399,Reference,1,,B3gnt5,Test,Aldh1l1,17.92885251,1,Pass,0.023030415,-0.566556688,1,Pass,2.607976409,1,Pass,-0.566556688,1.480984651,1,Pass,83.01196546,999,1,
S02-A58,Ref 397-398-399,Reference,1,,H2-D1,Test,Aldh1l1,14.94603548,1,Pass,0.023030415,0.01558336,1,Pass,-0.374840623,1,Pass,0.01558336,0.989256565,1,Pass,86.0489564,999,1,
S02-A59,Ref 397-398-399,Reference,1,,Fbln5,Test,Aldh1l1,27.16448908,0.973662067,Pass,0.023030415,1.14503396,0.973662067,Pass,11.84361298,0.973662067,Pass,1.14503396,0.452179045,0.973662067,Pass,75.27079335,999,1,
S02-A60,Ref 397-398-399,Reference,1,,Srgn,Test,Aldh1l1,19.6180466,1,Pass,0.023030415,-0.871230947,1,Pass,4.297170499,1,Pass,-0.871230947,1.829222978,1,Pass,84.78549852,999,1,
S02-A61,Ref 397-398-399,Reference,1,,Glt1,Test,Aldh1l1,13.93995278,1,Pass,0.023030415,-0.030196466,1,Pass,-1.380923319,1,Pass,-0.030196466,1.021151177,1,Pass,83.64612488,999,1,
S02-A62,Ref 397-398-399,Reference,1,,Syt1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A63,Ref 397-398-399,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A64,Ref 397-398-399,Reference,1,,Timp1,Test,Aldh1l1,14.37817993,1,Pass,0.023030415,0.179762569,1,Pass,-0.942696172,1,Pass,0.179762569,0.882848279,1,Pass,83.06448442,999,1,
S02-A65,Ref 397-398-399,Reference,1,,Osmr,Test,Aldh1l1,16.84401828,1,Pass,0.023030415,0.207512312,1,Pass,1.523142181,1,Pass,0.207512312,0.866029268,1,Pass,81.80650361,999,1,
S02-A66,Ref 397-398-399,Reference,1,,Vim,Test,Aldh1l1,10.37070305,1,Pass,0.023030415,0.391142707,1,Pass,-4.950173055,1,Pass,0.391142707,0.762525396,1,Pass,87.68127709,999,1,
S02-A67,Ref 397-398-399,Reference,1,,Ptx3,Test,Aldh1l1,18.86763136,1,Pass,0.023030415,0.057049262,1,Pass,3.546755257,1,Pass,0.057049262,0.961228106,1,Pass,82.15365246,999,1,
S02-A68,Ref 397-398-399,Reference,1,,Ptgs2,Test,Aldh1l1,18.81575844,1,Pass,0.023030415,0.299106517,1,Pass,3.494882342,1,Pass,0.299106517,0.812755592,1,Pass,82.15803598,999,1,
S02-A69,Ref 397-398-399,Reference,1,,B3gnt5,Test,Aldh1l1,18.47604897,1,Pass,0.023030415,-0.019360232,1,Pass,3.155172865,1,Pass,-0.019360232,1.013509935,1,Pass,83.05281009,999,1,
S02-A70,Ref 397-398-399,Reference,1,,H2-D1,Test,Aldh1l1,15.17712273,1,Pass,0.023030415,0.246670617,1,Pass,-0.143753366,1,Pass,0.246670617,0.842839237,1,Pass,86.00109139,999,1,
S02-A71,Ref 397-398-399,Reference,1,,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A72,Ref 397-398-399,Reference,1,,Srgn,Test,Aldh1l1,20.79412312,1,Pass,0.023030415,0.304845575,1,Pass,5.473247021,1,Pass,0.304845575,0.809528863,1,Pass,84.77385035,999,1,
S02-A73,Ref 397-398-399,Reference,1,,Aqp4,Test,Aldh1l1,14.64356708,1,Pass,0.023030415,0.027088086,1,Pass,-0.677309019,1,Pass,0.027088086,0.981399141,1,Pass,87.1165671,999,1,
S02-A74,Ref 397-398-399,Reference,1,,Gabra1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A75,Ref 397-398-399,Reference,1,,Lcn2,Test,Aldh1l1,16.99397131,1,Pass,0.023030415,-0.000649126,1,Pass,1.673095206,1,Pass,-0.000649126,1.000450041,1,Pass,83.96900529,999,1,
S02-A76,Ref 397-398-399,Reference,1,,Hsbp1,Test,Aldh1l1,18.24734865,1,Pass,0.023030415,0.306416865,1,Pass,2.926472551,1,Pass,0.306416865,0.808647657,1,Pass,86.75783145,999,1,
S02-A77,Ref 397-398-399,Reference,1,,Cp,Test,Aldh1l1,14.1892154,1,Pass,0.023030415,0.058250848,1,Pass,-1.131660702,1,Pass,0.058250848,0.960427855,1,Pass,82.16279232,999,1,
S02-A78,Ref 397-398-399,Reference,1,,Gfap,Test,Aldh1l1,13.94229342,1,Pass,0.023030415,0.485841532,1,Pass,-1.37858268,1,Pass,0.485841532,0.714080421,1,Pass,88.8343786,999,1,
S02-A79,Ref 397-398-399,Reference,1,,S100a10,Test,Aldh1l1,11.69796363,1,Pass,0.023030415,0.398334803,1,Pass,-3.622912466,1,Pass,0.398334803,0.758733529,1,Pass,82.02595524,999,1,
S02-A80,Ref 397-398-399,Reference,1,,Emp1,Test,Aldh1l1,17.64668254,1,Pass,0.023030415,0.513685922,1,Pass,2.325806436,1,Pass,0.513685922,0.700430629,1,Pass,85.32993406,999,1,
S02-A81,Ref 397-398-399,Reference,1,,Cd14,Test,Aldh1l1,19.8417348,1,Pass,0.023030415,0.506055296,1,Pass,4.5208587,1,Pass,0.506055296,0.704145124,1,Pass,85.7447186,999,1,
S02-A82,Ref 397-398-399,Reference,1,,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A83,Ref 397-398-399,Reference,1,,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A84,Ref 397-398-399,Reference,1,,Amigo2,Test,Aldh1l1,19.53344592,1,Pass,0.023030415,-0.012910204,1,Pass,4.212569817,1,Pass,-0.012910204,1.00898883,1,Pass,85.0791459,999,1,
S02-A85,Ref 397-398-399,Reference,1,,Cx30,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A86,Ref 397-398-399,Reference,1,,Snap25,Test,Rplp0,18.56676602,1,Pass,0.023030415,0.646728288,1,Pass,7.580274819,1,Pass,0.646728288,0.638727164,1,Pass,81.99226317,999,1,
S02-A87,Ref 397-398-399,Reference,1,,Lcn2,Test,Aldh1l1,17.13015299,1,Pass,0.023030415,0.135532561,1,Pass,1.809276892,1,Pass,0.135532561,0.910333728,1,Pass,84.039089,999,1,
S02-A88,Ref 397-398-399,Reference,1,,Hsbp1,Test,Aldh1l1,19.03241394,1,Pass,0.023030415,1.091482151,1,Pass,3.711537837,1,Pass,1.091482151,0.469279014,1,Pass,87.04350055,999,1,
S02-A89,Ref 397-398-399,Reference,1,,Cp,Test,Aldh1l1,14.39725296,1,Pass,0.023030415,0.266288406,1,Pass,-0.923623144,1,Pass,0.266288406,0.831455867,1,Pass,82.17119375,999,1,
S02-A90,Ref 397-398-399,Reference,1,,Gfap,Test,Aldh1l1,14.01615057,1,Pass,0.023030415,0.559698686,1,Pass,-1.304725527,1,Pass,0.559698686,0.678443845,1,Pass,88.87573372,999,1,
S02-A91,Ref 397-398-399,Reference,1,,S100a10,Test,Aldh1l1,11.77546969,1,Pass,0.023030415,0.475840855,1,Pass,-3.545406414,1,Pass,0.475840855,0.719047581,1,Pass,82.34616075,999,1,
S02-A92,Ref 397-398-399,Reference,1,,Emp1,Test,Aldh1l1,17.57002224,1,Pass,0.023030415,0.437025624,1,Pass,2.249146137,1,Pass,0.437025624,0.738655912,1,Pass,85.69149453,999,1,
S02-A93,Ref 397-398-399,Reference,1,,Cd14,Test,Aldh1l1,19.48001866,1,Pass,0.023030415,0.14433916,1,Pass,4.159142564,1,Pass,0.14433916,0.904793732,1,Pass,85.94507054,999,1,
S02-A94,Ref 397-398-399,Reference,1,,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A95,Ref 397-398-399,Reference,1,,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S02-A96,Ref 397-398-399,Reference,1,,Amigo2,Test,Aldh1l1,20.78889157,1,Pass,0.023030415,1.242535447,1,Pass,5.468015468,1,Pass,1.242535447,0.422629259,1,Pass,85.27256217,999,1,
S03-A01,Ref 400-401-402,Reference,1,,Rplp0,Reference,,11.02477646,1,Pass,0.023030415,0.233699718,1,Pass,0.233699718,1,Pass,0.233699718,0.850451154,1,Pass,89.70058726,999,1,
S03-A02,Ref 400-401-402,Reference,1,,Cd84,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A03,Ref 400-401-402,Reference,1,,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A04,Ref 400-401-402,Reference,1,,Steap4,Test,Aldh1l1,22.36815359,1,Pass,0.023030415,0.976942083,1,Pass,7.191459872,1,Pass,0.976942083,0.508055467,1,Pass,86.08073158,999,1,
S03-A05,Ref 400-401-402,Reference,1,,Cxcl10,Test,Aldh1l1,17.35826563,1,Pass,0.023030415,0.450323454,1,Pass,2.181571911,1,Pass,0.450323454,0.731878742,1,Pass,82.24861606,999,1,
S03-A06,Ref 400-401-402,Reference,1,,Serpina3n,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A07,Ref 400-401-402,Reference,1,,Clcf1,Test,Aldh1l1,21.71913325,1,Pass,0.023030415,-0.273166383,1,Pass,6.542439536,1,Pass,-0.273166383,1.208457204,1,Pass,87.61955634,999,1,
S03-A08,Ref 400-401-402,Reference,1,,Sphk1,Test,Aldh1l1,22.6564438,1,Pass,0.023030415,0.692183165,1,Pass,7.479750082,1,Pass,0.692183165,0.618916563,1,Pass,85.24235584,999,1,
S03-A09,Ref 400-401-402,Reference,1,,Slc10a6,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A10,Ref 400-401-402,Reference,1,,H2-T23,Test,Aldh1l1,15.81083885,1,Pass,0.023030415,0.259034869,1,Pass,0.634145134,1,Pass,0.259034869,0.835646762,1,Pass,83.38611603,999,1,
S03-A11,Ref 400-401-402,Reference,1,,Iigp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A12,Ref 400-401-402,Reference,1,,Fkbp5,Test,Aldh1l1,14.92976328,1,Pass,0.023030415,0.328345308,1,Pass,-0.246930432,1,Pass,0.328345308,0.796449444,1,Pass,82.57602286,999,1,
S03-A13,Ref 400-401-402,Reference,1,,Gfap,Test,Aldh1l1,13.69791178,1,Pass,0.023030415,0.394862314,1,Pass,-1.478781936,1,Pass,0.394862314,0.760561958,1,Pass,88.84080465,999,1,
S03-A14,Ref 400-401-402,Reference,1,,Ptprc (Cd45),Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A15,Ref 400-401-402,Reference,1,,Sox10,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A16,Ref 400-401-402,Reference,1,,Steap4,Test,Aldh1l1,23.80891711,1,Pass,0.023030415,2.417705608,1,Pass,8.632223396,1,Pass,2.417705608,0.187153559,1,Pass,85.92080149,999,1,
S03-A17,Ref 400-401-402,Reference,1,,Cxcl10,Test,Aldh1l1,16.93257362,1,Pass,0.023030415,0.024631451,1,Pass,1.755879908,1,Pass,0.024631451,0.983071701,1,Pass,82.06409206,999,1,
S03-A18,Ref 400-401-402,Reference,1,,Serpina3n,Test,Aldh1l1,22.47723193,1,Pass,0.023030415,-0.096382596,1,Pass,7.300538215,1,Pass,-0.096382596,1.069089471,1,Pass,85.01290172,999,1,
S03-A19,Ref 400-401-402,Reference,1,,Clcf1,Test,Aldh1l1,21.82709938,1,Pass,0.023030415,-0.165200254,1,Pass,6.650405665,1,Pass,-0.165200254,1.121321713,1,Pass,87.32096527,999,1,
S03-A20,Ref 400-401-402,Reference,1,,Sphk1,Test,Aldh1l1,24.27783503,1,Pass,0.023030415,2.313574397,1,Pass,9.101141314,1,Pass,2.313574397,0.201161428,1,Pass,85.43481568,999,1,
S03-A21,Ref 400-401-402,Reference,1,,Slc10a6,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A22,Ref 400-401-402,Reference,1,,H2-T23,Test,Aldh1l1,16.07952307,1,Pass,0.023030415,0.527719091,1,Pass,0.902829356,1,Pass,0.527719091,0.693650533,1,Pass,83.31235588,999,1,
S03-A23,Ref 400-401-402,Reference,1,,Iigp1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A24,Ref 400-401-402,Reference,1,,Fkbp5,Test,Aldh1l1,14.74975495,1,Pass,0.023030415,0.148336971,1,Pass,-0.426938769,1,Pass,0.148336971,0.902289954,1,Pass,82.4076237,999,1,
S03-A25,Ref 400-401-402,Reference,1,,Vim,Test,Aldh1l1,10.06491519,1,Pass,0.023030415,0.294496206,1,Pass,-5.111778526,1,Pass,0.294496206,0.815357008,1,Pass,87.73720642,999,1,
S03-A26,Ref 400-401-402,Reference,1,,Aif1 (Iba1),Test,Rplp0,19.16107185,1,Pass,0.023030415,-0.744018202,1,Pass,8.369995114,1,Pass,-0.744018202,1.674834105,1,Pass,84.16340322,999,1,
S03-A27,Ref 400-401-402,Reference,1,,Mbp,Test,Rplp0,23.98047095,1,Pass,0.023030415,1.835355688,1,Pass,13.18939421,1,Pass,1.835355688,0.280222424,1,Pass,85.03851679,999,1,
S03-A28,Ref 400-401-402,Reference,1,,S1pr3,Test,Aldh1l1,15.96120824,1,Pass,0.023030415,0.063097359,1,Pass,0.784514528,1,Pass,0.063097359,0.95720686,1,Pass,87.10053691,999,1,
S03-A29,Ref 400-401-402,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A30,Ref 400-401-402,Reference,1,,Aspg,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A31,Ref 400-401-402,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A32,Ref 400-401-402,Reference,1,,Cd109,Test,Aldh1l1,18.26177237,1,Pass,0.023030415,-0.582124531,1,Pass,3.085078654,1,Pass,-0.582124531,1.497052204,1,Pass,79.78365723,999,1,
S03-A33,Ref 400-401-402,Reference,1,,Tm4sf1,Test,Aldh1l1,19.65822166,1,Pass,0.023030415,0.32504431,1,Pass,4.481527951,1,Pass,0.32504431,0.798273868,1,Pass,84.44697134,999,1,
S03-A34,Ref 400-401-402,Reference,1,,Serping1,Test,Aldh1l1,19.03462627,1,Pass,0.023030415,0.126838192,1,Pass,3.857932553,1,Pass,0.126838192,0.915836398,1,Pass,87.27427586,999,1,
S03-A35,Ref 400-401-402,Reference,1,,Gbp2,Test,Aldh1l1,16.48540146,1,Pass,0.023030415,0.382042409,1,Pass,1.308707745,1,Pass,0.382042409,0.767350491,1,Pass,83.26039655,999,1,
S03-A36,Ref 400-401-402,Reference,1,,Psmb8,Test,Aldh1l1,18.29765377,1,Pass,0.023030415,0.525733685,1,Pass,3.120960061,1,Pass,0.525733685,0.694605777,1,Pass,86.66014572,999,1,
S03-A37,Ref 400-401-402,Reference,1,,Nes,Test,Aldh1l1,13.8190092,1,Pass,0.023030415,0.094942153,1,Pass,-1.357684513,1,Pass,0.094942153,0.93630979,1,Pass,86.5988068,999,1,
S03-A38,Ref 400-401-402,Reference,1,,Tmem119,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A39,Ref 400-401-402,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A40,Ref 400-401-402,Reference,1,,S1pr3,Test,Aldh1l1,15.96465118,1,Pass,0.023030415,0.066540301,1,Pass,0.787957469,1,Pass,0.066540301,0.954925242,1,Pass,87.09448521,999,1,
S03-A41,Ref 400-401-402,Reference,1,,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A42,Ref 400-401-402,Reference,1,,Aspg,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A43,Ref 400-401-402,Reference,1,,Tgm1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A44,Ref 400-401-402,Reference,1,,Cd109,Test,Aldh1l1,18.1672098,1,Pass,0.023030415,-0.6766871,1,Pass,2.990516085,1,Pass,-0.6766871,1.598464939,1,Pass,79.86175834,999,1,
S03-A45,Ref 400-401-402,Reference,1,,Tm4sf1,Test,Aldh1l1,19.56641221,1,Pass,0.023030415,0.23323486,1,Pass,4.389718501,1,Pass,0.23323486,0.850725226,1,Pass,84.60577729,999,1,
S03-A46,Ref 400-401-402,Reference,1,,Serping1,Test,Aldh1l1,18.7736517,1,Pass,0.023030415,-0.13413637,1,Pass,3.596957991,1,Pass,-0.13413637,1.097435668,1,Pass,87.2646257,999,1,
S03-A47,Ref 400-401-402,Reference,1,,Gbp2,Test,Aldh1l1,16.51083113,1,Pass,0.023030415,0.407472082,1,Pass,1.334137418,1,Pass,0.407472082,0.753943291,1,Pass,83.37894288,999,1,
S03-A48,Ref 400-401-402,Reference,1,,Psmb8,Test,Aldh1l1,18.53692355,1,Pass,0.023030415,0.765003456,1,Pass,3.360229831,1,Pass,0.765003456,0.588451959,1,Pass,86.71820664,999,1,
S03-A49,Ref 400-401-402,Reference,1,,Aldh1l1,Reference,,15.30668296,1,Pass,0.023030415,0.129989245,1,Pass,0.129989245,1,Pass,0.129989245,0.913838263,1,Pass,86.92312926,999,1,
S03-A50,Ref 400-401-402,Reference,1,,Nefl,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A51,Ref 400-401-402,Reference,1,,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S03-A52,Ref 400-401-402,Reference,1,,Timp1,Test,Aldh1l1,14.27372803,1,Pass,0.023030415,0.179404527,1,Pass,-0.902965687,1,Pass,0.179404527,0.883067407,1,Pass,83.11514844,999,1,
S03-A53,Ref 400-401-402,Reference,1,,Osmr,Test,Aldh1l1,16.6643293,1,Pass,0.023030415,0.301124186,1,Pass,1.487635583,1,Pass,0.301124186,0.811619714,1,Pass,81.77927616,999,1,
S03-A54,Ref 400-401-402,Reference,1,,Vim,Test,Aldh1l1,10.06405465,1,Pass,0.023030415,0.293635667,1,Pass,-5.112639065,1,Pass,0.293635667,0.815843498,1,Pass,87.73619995,999,1,
S03-A55,Ref 400-401-402,Reference,1,,Ptx3,Test,Aldh1l1,17.92612727,1,Pass,0.023030415,-0.301236088,1,Pass,2.749433561,1,Pass,-0.301236088,1.232199699,1,Pass,82.25571074,999,1,
S03-A56,Ref 400-401-402,Reference,1,,Ptgs2,Test,Aldh1l1,18.25112574,1,Pass,0.023030415,-0.552045819,1,Pass,3.074432029,1,Pass,-0.552045819,1.46616332,1,Pass,82.24283648,999,1,
S03-A57,Ref 400-401-402,Reference,1,,B3gnt5,Test,Aldh1l1,18.68214588,1,Pass,0.023030415,0.371722684,1,Pass,3.505452171,1,Pass,0.371722684,0.772859095,1,Pass,82.95976838,999,1,
